Device mode,Time,AC voltage (V),AC frequency (Hz),Battery voltage (V),Battery capacity (%),Charging current (A),Battery discharge current (A),Output voltage (V),Output frequency (Hz),Output apparent power (VA),Output active power (Watt),Load percent (%),PV1 input voltage (V),PV1 input power (Watt)
BatteryMode,"2025-02-17 
01:42:06",0.0,0.0,50.70,75,0,0,220.0,49.9,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:42:36",0.0,0.0,50.70,75,0,0,219.9,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:43:06",0.0,0.0,50.60,74,0,0,220.3,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:43:36",0.0,0.0,50.60,74,0,0,219.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:44:06",0.0,0.0,50.50,74,0,0,220.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:44:36",0.0,0.0,50.50,73,0,0,220.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:45:07",0.0,0.0,50.50,73,0,0,219.3,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:45:37",0.0,0.0,50.50,73,0,0,220.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:46:07",0.0,0.0,50.50,73,0,0,219.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:46:37",0.0,0.0,50.40,72,0,0,219.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:47:07",0.0,0.0,50.40,72,0,0,219.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:47:37",0.0,0.0,50.40,72,0,0,220.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:48:07",0.0,0.0,50.40,72,0,0,219.9,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:48:37",0.0,0.0,50.40,72,0,0,220.4,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:49:08",0.0,0.0,50.30,71,0,0,219.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:49:38",0.0,0.0,50.30,71,0,0,219.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:50:08",0.0,0.0,50.30,71,0,0,220.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:50:38",0.0,0.0,50.30,71,0,0,219.8,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:51:08",0.0,0.0,50.30,71,0,0,220.0,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:51:38",0.0,0.0,50.30,71,0,0,219.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:52:08",0.0,0.0,50.30,71,0,0,219.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:52:38",0.0,0.0,50.30,71,0,0,220.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:53:09",0.0,0.0,50.30,71,0,0,220.3,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:53:39",0.0,0.0,50.30,71,0,0,219.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:54:09",0.0,0.0,50.30,71,0,0,220.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:54:39",0.0,0.0,50.20,70,0,0,219.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:55:09",0.0,0.0,50.20,70,0,0,219.1,49.9,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:55:39",0.0,0.0,50.20,70,0,0,219.6,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:56:09",0.0,0.0,50.20,70,0,0,219.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:56:39",0.0,0.0,50.20,70,0,0,219.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:57:10",0.0,0.0,50.20,70,0,0,220.3,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:57:40",0.0,0.0,50.20,70,0,0,220.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:58:10",0.0,0.0,50.20,70,0,0,220.3,49.9,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:58:40",0.0,0.0,50.20,70,0,0,220.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:59:10",0.0,0.0,50.20,70,0,0,220.2,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
01:59:40",0.0,0.0,50.20,70,0,0,219.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
02:00:10",0.0,0.0,50.20,70,0,0,220.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
02:00:41",0.0,0.0,50.20,70,0,0,220.5,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
02:01:11",0.0,0.0,50.20,70,0,0,218.7,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
02:27:00",0.0,0.0,50.10,69,0,0,219.1,50.0,0,0,0,0.0,0
BatteryMode,"2025-02-17 
03:41:58",0.0,0.0,49.60,64,0,0,221.3,50.0,0,0,0,0.0,0
